대학,단과대학,학과,전형분류,전형,정원,비고
한양대학교,공과대학,건축공학부,학생부종합전형,일반전형,10,
한양대학교,공과대학,건축공학부,논술전형,논술전형,5,
한양대학교,공과대학,건설환경공학과,학생부교과전형,지역균형발전전형,7,
한양대학교,공과대학,건설환경공학과,학생부종합전형,일반전형,13,
한양대학교,공과대학,건설환경공학과,논술전형,논술전형,5,
한양대학교,공과대학,도시공학과,학생부교과전형,지역균형발전전형,5,
한양대학교,공과대학,도시공학과,학생부종합전형,일반전형,10,
한양대학교,공과대학,도시공학과,논술전형,논술전형,4,
한양대학교,공과대학,자원환경공학과,학생부교과전형,지역균형발전전형,3,
한양대학교,공과대학,자원환경공학과,학생부종합전형,일반전형,7,
한양대학교,공과대학,자원환경공학과,논술전형,논술전형,3,
한양대학교,공과대학,융합전자공학부,학생부교과전형,지역균형발전전형,17,
한양대학교,공과대학,융합전자공학부,학생부종합전형,일반전형,41,
한양대학교,공과대학,융합전자공학부,논술전형,논술전형,17,
한양대학교,공과대학,컴퓨터소프트웨어학부,학생부교과전형,지역균형발전전형,16,
한양대학교,공과대학,컴퓨터소프트웨어학부,학생부종합전형,일반전형,35,
한양대학교,공과대학,컴퓨터소프트웨어학부,논술전형,논술전형,16,
한양대학교,공과대학,컴퓨터소프트웨어학부,특기자전형,특기자전형,13,
한양대학교,공과대학,정보시스템학과(상경),학생부교과전형,지역균형발전전형,5,
한양대학교,공과대학,정보시스템학과(상경),학생부종합전형,일반전형,9,
한양대학교,공과대학,정보시스템학과(상경),논술전형,논술전형,4,
한양대학교,공과대학,전기생체공학부(전기공학),학생부교과전형,지역균형발전전형,6,
한양대학교,공과대학,전기생체공학부(전기공학),학생부종합전형,일반전형,17,
한양대학교,공과대학,전기생체공학부(전기공학),논술전형,논술전형,7,
한양대학교,공과대학,전기생체공학부(바이오메디컬공학),학생부종합전형,일반전형,11,
한양대학교,공과대학,전기생체공학부(바이오메디컬공학),논술전형,논술전형,4,
한양대학교,공과대학,신소재공학부,학생부교과전형,지역균형발전전형,10,
한양대학교,공과대학,신소재공학부,학생부종합전형,일반전형,23,
한양대학교,공과대학,신소재공학부,논술전형,논술전형,9,
한양대학교,공과대학,화학공학과,학생부교과전형,지역균형발전전형,6,
한양대학교,공과대학,화학공학과,학생부종합전형,일반전형,14,
한양대학교,공과대학,화학공학과,논술전형,논술전형,6,
한양대학교,공과대학,생명공학과,학생부교과전형,지역균형발전전형,3,
한양대학교,공과대학,생명공학과,학생부종합전형,일반전형,6,
한양대학교,공과대학,생명공학과,논술전형,논술전형,3,
한양대학교,공과대학,유기나노공학과,학생부교과전형,지역균형발전전형,4,
한양대학교,공과대학,유기나노공학과,학생부종합전형,일반전형,7,
한양대학교,공과대학,유기나노공학과,논술전형,논술전형,3,
한양대학교,공과대학,에너지공학과,학생부교과전형,지역균형발전전형,3,
한양대학교,공과대학,에너지공학과,학생부종합전형,일반전형,7,
한양대학교,공과대학,에너지공학과,논술전형,논술전형,4,
한양대학교,공과대학,기계공학부,학생부교과전형,지역균형발전전형,21,
한양대학교,공과대학,기계공학부,학생부종합전형,일반전형,40,
한양대학교,공과대학,기계공학부,논술전형,논술전형,15,
한양대학교,공과대학,원자력공학과,학생부교과전형,지역균형발전전형,5,
한양대학교,공과대학,원자력공학과,학생부종합전형,일반전형,8,
한양대학교,공과대학,원자력공학과,논술전형,논술전형,4,
한양대학교,공과대학,산업공학과,학생부교과전형,지역균형발전전형,5,
한양대학교,공과대학,산업공학과,학생부종합전형,일반전형,11,
한양대학교,공과대학,산업공학과,논술전형,논술전형,5,
한양대학교,공과대학,미래자동차공학과,학생부교과전형,지역균형발전전형,1,
한양대학교,공과대학,미래자동차공학과,학생부종합전형,일반전형,11,
한양대학교,공과대학,미래자동차공학과,논술전형,논술전형,5,
한양대학교,공과대학,데이터사이언스학부,학생부교과전형,지역균형발전전형,10,
한양대학교,공과대학,데이터사이언스학부,학생부종합전형,일반전형,41,
한양대학교,의과대학,의예과,학생부종합전형,일반전형,36,
한양대학교,의과대학,의예과,논술전형,논술전형,8,
한양대학교,인문대학,국어국문학과,학생부교과전형,지역균형발전전형,4,
한양대학교,인문대학,국어국문학과,학생부종합전형,일반전형,7,
한양대학교,인문대학,국어국문학과,논술전형,논술전형,4,
한양대학교,인문대학,중어중문학과,학생부교과전형,지역균형발전전형,7,
한양대학교,인문대학,중어중문학과,학생부종합전형,일반전형,14,
한양대학교,인문대학,영어영문학과,학생부교과전형,지역균형발전전형,8,
한양대학교,인문대학,영어영문학과,학생부종합전형,일반전형,13,
한양대학교,인문대학,독어독문학과,학생부교과전형,지역균형발전전형,4,
한양대학교,인문대학,독어독문학과,학생부종합전형,일반전형,14,
한양대학교,인문대학,사학과,학생부교과전형,지역균형발전전형,3,
한양대학교,인문대학,사학과,학생부종합전형,일반전형,6,
한양대학교,인문대학,사학과,논술전형,논술전형,4,
한양대학교,인문대학,철학과,학생부교과전형,지역균형발전전형,3,
한양대학교,인문대학,철학과,학생부종합전형,일반전형,4,
한양대학교,인문대학,철학과,논술전형,논술전형,3,
한양대학교,사회과학대학,정치외교학과,학생부교과전형,지역균형발전전형,4,
한양대학교,사회과학대학,정치외교학과,학생부종합전형,일반전형,9,
한양대학교,사회과학대학,정치외교학과,논술전형,논술전형,4,
한양대학교,사회과학대학,사회학과,학생부교과전형,지역균형발전전형,4,
한양대학교,사회과학대학,사회학과,학생부종합전형,일반전형,8,
한양대학교,사회과학대학,사회학과,논술전형,논술전형,4,
한양대학교,사회과학대학,미디어커뮤니케이션학과,학생부교과전형,지역균형발전전형,6,
한양대학교,사회과학대학,미디어커뮤니케이션학과,학생부종합전형,일반전형,12,
한양대학교,사회과학대학,미디어커뮤니케이션학과,논술전형,논술전형,5,
한양대학교,사회과학대학,관광학부,학생부교과전형,지역균형발전전형,5,
한양대학교,사회과학대학,관광학부,학생부종합전형,일반전형,9,
한양대학교,사회과학대학,관광학부,논술전형,논술전형,4,
한양대학교,자연과학대학,수학과,학생부교과전형,지역균형발전전형,5,
한양대학교,자연과학대학,수학과,학생부종합전형,일반전형,8,
한양대학교,자연과학대학,수학과,논술전형,논술전형,8,
한양대학교,자연과학대학,물리학과,학생부교과전형,지역균형발전전형,4,
한양대학교,자연과학대학,물리학과,학생부종합전형,일반전형,10,
한양대학교,자연과학대학,물리학과,논술전형,논술전형,5,
한양대학교,자연과학대학,화학과,학생부교과전형,지역균형발전전형,7,
한양대학교,자연과학대학,화학과,학생부종합전형,일반전형,13,
한양대학교,자연과학대학,화학과,논술전형,논술전형,5,
한양대학교,자연과학대학,생명과학과,학생부교과전형,지역균형발전전형,6,
한양대학교,자연과학대학,생명과학과,학생부종합전형,일반전형,12,
한양대학교,자연과학대학,생명과학과,논술전형,논술전형,5,
한양대학교,정책과학대학,정책학과,학생부교과전형,지역균형발전전형,12,
한양대학교,정책과학대학,정책학과,학생부종합전형,일반전형,32,
한양대학교,정책과학대학,정책학과,논술전형,논술전형,6,
한양대학교,정책과학대학,행정학과,학생부교과전형,지역균형발전전형,5,
한양대학교,정책과학대학,행정학과,학생부종합전형,일반전형,10,
한양대학교,정책과학대학,행정학과,논술전형,논술전형,4,
한양대학교,경제금융대학,경제금융학부,학생부교과전형,지역균형발전전형,12,
한양대학교,경제금융대학,경제금융학부,학생부종합전형,일반전형,33,
한양대학교,경제금융대학,경제금융학부,논술전형,논술전형,11,
한양대학교,경영대학,경영학부,학생부교과전형,지역균형발전전형,32,
한양대학교,경영대학,경영학부,학생부종합전형,일반전형,84,
한양대학교,경영대학,경영학부,논술전형,논술전형,18,
한양대학교,경영대학,파이낸스경영학과,학생부교과전형,지역균형발전전형,6,
한양대학교,경영대학,파이낸스경영학과,학생부종합전형,일반전형,15,
한양대학교,경영대학,파이낸스경영학과,논술전형,논술전형,5,
한양대학교,사범대학,교육학과,학생부교과전형,지역균형발전전형,3,
한양대학교,사범대학,교육학과,학생부종합전형,일반전형,6,
한양대학교,사범대학,교육공학과,학생부교과전형,지역균형발전전형,3,
한양대학교,사범대학,교육공학과,학생부종합전형,일반전형,6,
한양대학교,사범대학,국어교육과,학생부교과전형,지역균형발전전형,3,
한양대학교,사범대학,국어교육과,학생부종합전형,일반전형,5,
한양대학교,사범대학,국어교육과,논술전형,논술전형,3,
한양대학교,사범대학,영어교육과,학생부교과전형,지역균형발전전형,3,
한양대학교,사범대학,영어교육과,학생부종합전형,일반전형,7,
한양대학교,사범대학,수학교육과,학생부교과전형,지역균형발전전형,3,
한양대학교,사범대학,수학교육과,학생부종합전형,일반전형,3,
한양대학교,사범대학,수학교육과,논술전형,논술전형,3,
한양대학교,사범대학,응용미술교육과,특기자전형,특기자전형,22,
한양대학교,생활과학대학,의류학과(자연),학생부교과전형,지역균형발전전형,4,
한양대학교,생활과학대학,의류학과(자연),학생부종합전형,일반전형,4,
한양대학교,생활과학대학,의류학과(자연),논술전형,논술전형,4,
한양대학교,생활과학대학,의류학과(인문),학생부교과전형,지역균형발전전형,7,
한양대학교,생활과학대학,의류학과(인문),학생부종합전형,일반전형,12,
한양대학교,생활과학대학,식품영양학과,학생부교과전형,지역균형발전전형,9,
한양대학교,생활과학대학,식품영양학과,학생부종합전형,일반전형,17,
한양대학교,생활과학대학,식품영양학과,논술전형,논술전형,8,
한양대학교,생활과학대학,실내건축디자인학과(자연),학생부교과전형,지역균형발전전형,4,
한양대학교,생활과학대학,실내건축디자인학과(자연),학생부종합전형,일반전형,6,
한양대학교,생활과학대학,실내건축디자인학과(자연),논술전형,논술전형,3,
한양대학교,생활과학대학,실내건축디자인학과(인문),학생부교과전형,지역균형발전전형,7,
한양대학교,생활과학대학,실내건축디자인학과(인문),학생부종합전형,일반전형,15,
한양대학교,음악대학,피아노과,특기자전형,특기자전형,8,
한양대학교,음악대학,관현악과,특기자전형,특기자전형,10,
한양대학교,음악대학,국악과,특기자전형,특기자전형,32,
한양대학교,예술체육대학,스포츠산업과학부(스포츠매니지먼트),학생부종합전형,일반전형,8,
한양대학교,예술체육대학,스포츠산업과학부(스포츠매니지먼트),특기자전형,특기자전형,5,
한양대학교,예술체육대학,스포츠산업과학부(스포츠사이언스),학생부종합전형,일반전형,7,
한양대학교,예술체육대학,스포츠산업과학부(스포츠사이언스),특기자전형,특기자전형,5,
한양대학교,예술체육대학,연극영화학과(영화전공),학생부종합전형,일반전형,7,
한양대학교,예술체육대학,연극영화학과(영화전공),논술전형,논술전형,4,
한양대학교,예술체육대학,연극영화학과(연기),특기자전형,특기자전형,3,
한양대학교,예술체육대학,무용학과,특기자전형,특기자전형,32,
한양대학교,간호학부,간호학과,논술전형,논술전형,5,
한양대학교,간호학부,간호학과,학생부교과전형,지역균형발전전형,11,
한양대학교,간호학부,간호학과,학생부종합전형,일반전형,5,
한양대학교,국제학부,국제학부,학생부종합전형,일반전형,40,
